Company.Name,PBDITA.as...of.total.income,PAT.as...of.total.income,Cash.profit.as...of.total.income,Net.profit.margin,PAT.as...of.net.worth,Return.on.capital.employed,Return.on.net.worth,Tangible.net.worth,Current.ratio..times.,Quick.ratio..times.,Debt.to.equity.ratio..times.,Export...Sales....,Total.forex.earnings...Total.income....,Dividend.rate,Contingent.liabilities...Net.worth....,Sales,Size,Market.Capitalisation,Long.term.borrowings.excl.current.portion,Debtor.days..days.,Creditor.days..days.,Net.working.capital.cycle..days.,Year,Target
Adani Enterprises Ltd.,6.28,3.83,3.84,2.42,27.87,7.96,17.34,4769.1,1.41,1.27,1.25,32.79,31.96,30,166.22,30062.4,20379.8,4798.62,15744.9,107.99,71.89,115.46,1993,1
Adani Enterprises Ltd.,5.9,1.14,2.29,1.17,6.72,3.23,6.87,4961.1,1.27,1.14,1.01,30.86,30.41,30,166.93,28124.4,22697.2,3568.92,13932.8,128.83,87.05,100.23,1993,1
Adani Enterprises Ltd.,6.92,1.86,3.13,1.84,10.31,5.38,10.22,5406.8,1.44,1.35,0.8,13.64,13.1,30,123.93,27617.3,22953.2,2710.18,14608.1,131.37,80.62,64.66,1993,1
Adani Enterprises Ltd.,3.32,1.72,1.74,1.65,21.52,12.18,20.58,6128,1.56,1.34,0.59,68.5,67.26,40,147.38,70686.9,30111.2,8859.2,41529.5,55.57,36.29,30.67,1993,1
Adani Enterprises Ltd.,2.57,0.79,0.81,0.73,16.83,8.02,15.51,6744.3,1.29,1.16,1.24,79.98,78.98,40,175.9,135135.3,50923.8,13481.63,46214.6,44.42,35.88,16.94,1993,1
Adani Enterprises Ltd.,6.1,1.23,1.11,1.07,16.38,5.7,14.23,7704.3,1.42,1.25,1.71,27.9,27.23,45,155.04,93364.7,66428.4,51774.59,28104.2,85.83,71.5,55.6,1993,1
Adani Enterprises Ltd.,5.66,1.45,1.67,1.29,16.61,4.33,14.71,10416.6,1.19,1.06,2.9,35.24,34.85,45,89.09,100617.1,78340.1,147916.83,41529.5,70.81,60.44,38.71,1993,1
Adani Enterprises Ltd.,6.65,2.63,2.84,2.27,26.2,6.42,22.52,13354.7,0.84,0.62,2.21,51.48,50.08,60,97.11,113796.5,80683.2,65930.96,37784.3,46.51,52.65,43.91,1993,1
Adani Enterprises Ltd.,7.5,2.76,3.26,2.66,21.9,6.86,21.04,16414.2,1.1,1,1.95,52.84,51.9,100,84.11,113311.9,88735.6,249959.19,21439.3,48.17,56.8,27.03,1993,1
Adani Enterprises Ltd.,6.57,2.16,2.23,1.81,14.09,3.9,11.75,19665.7,0.89,0.83,2.06,32.26,31.49,100,45.87,114334.8,94740,249959.19,41529.5,50.62,45,17.5,1993,1
Adani Enterprises Ltd.,11.08,7.77,8.32,8.53,4.59,3.53,4.99,97388.8,1.29,0.75,0.08,1.67,1.45,100,7.14,29129.6,89137.1,730026.44,1500,147.9,141.67,86.26,1993,1
Adani Enterprises Ltd.,11.55,6.27,7.72,6.25,3.66,3.23,3.61,99757.4,1.19,0.82,0.16,0,0,100,8.58,52748.5,91555,334919.67,8577,96.49,119.45,540.86,1993,1
Adani Enterprises Ltd.,9.52,4.25,5.23,4.03,5.35,3.82,5.06,103454.1,0.84,0.71,0.49,0.15,0.13,140,29.87,118867.7,113798.1,222244.12,14900,85.6,117.85,281.52,1993,1
Adani Enterprises Ltd.,8.45,-1.17,-2.83,-1.95,-1.5,-1.57,-2.46,100169.4,0.5,0.34,0.66,0,0,140,35.32,117864.4,148125.4,405142.54,20405.8,106.24,168.46,835.09,1993,1
Adani Enterprises Ltd.,12.43,2.63,3.82,2.47,4.26,2.46,3.98,102519.1,0.59,0.43,0.59,0,0,140,23.81,149154,180161.6,676795.63,25351.5,85.14,172.96,65.46,1993,1
Adani Enterprises Ltd.,16.46,5.66,5.52,5.64,7.53,3.89,7.48,28910.1,0.54,0.36,1.89,0.01,0,40,164.24,81472.5,164531.5,81083.5,19113.3,145.05,255.1,358.02,1993,1
Ajanta Pharma Ltd.,21.74,9.77,11.1,7.92,5.13,3.09,4.08,1678.5,2.09,1.54,0.25,34.35,36.9,15,2.71,803.7,1680.3,1062.17,342.8,262.75,128.48,299.82,1979,1
Ajanta Pharma Ltd.,21.83,3.56,8.86,2.78,1.57,0.93,1.21,1279.8,2.11,1.45,0.36,47.05,48.51,2.5,9.35,731.7,1682.3,561.92,12,271.72,110,406.33,1979,1
Ajanta Pharma Ltd.,23.19,4.06,9.96,2.2,2.51,0.98,1.33,1324.8,2.27,1.36,0.36,56.44,55.06,0,5.95,1024.4,1633.6,256.81,605,195.34,65.09,345.87,1979,1
Ajanta Pharma Ltd.,19.15,0.3,9.62,0.4,0.21,0.21,0.28,1335.2,1.74,0.97,0.35,55.83,55.7,0,2.45,1206.5,1753,488.24,114.02,169.7,95.47,314.25,1979,1
Ajanta Pharma Ltd.,12.06,4.14,6.93,4.1,5.43,3.57,5.38,1013.1,1.7,0.85,0.79,75.44,75.04,20,13.53,1788,1866.7,667.09,2875.1,119,68.98,211.6,1979,1
Ajanta Pharma Ltd.,13.93,4.86,8.06,4.62,9.81,5.26,9.32,1096.5,1.74,0.93,0.75,54.82,54.61,15,16.85,2123.7,1999.9,840.38,12,110.83,75.19,181.61,1979,1
Ajanta Pharma Ltd.,15.42,5.49,8.91,4.78,11.91,5.62,10.29,1206.2,1.53,0.84,0.9,38.51,39.66,20,6.24,2471.7,2235.9,939.31,342.8,107.11,76.34,158.34,1979,1
Ajanta Pharma Ltd.,16.73,6.03,9.52,5.45,13.96,6.04,12.52,1342,1.65,0.82,1.23,44.1,45.52,25,8.85,2916.9,2678,601.23,342.8,99.39,81.54,228.25,1979,1
Ajanta Pharma Ltd.,19.49,6.6,10.92,6.61,14.93,6.19,14.94,1521.5,1.28,0.66,1.58,52.52,53.76,25,5.15,3224.3,3255.8,2130.07,109.72,101.91,104.13,218.69,1979,1
Ajanta Pharma Ltd.,19.25,7.39,12.34,7.38,17.4,7.38,17.36,1759.1,1.68,0.76,1.16,55.25,56.35,35,2.73,3850,3805.5,2130.07,37.51,86.48,123.67,186,1979,1
Ajanta Pharma Ltd.,19.79,10.02,14.03,9.88,23.73,12.15,23.37,2155.5,0.99,0.44,0.73,56.72,58.2,50,2,4624.1,4297.5,2345.21,590.6,63.65,139.64,114.83,1979,1
Ajanta Pharma Ltd.,21.91,10.83,15.4,10.81,27.28,15.86,27.2,2585.8,1.22,0.53,0.7,56.04,57.81,75,11.04,6123.7,5048.3,5352.83,753.6,59.96,105.53,112.27,1979,1
Ajanta Pharma Ltd.,25.52,11.86,19.16,11.86,32.2,21.47,32.19,3466.4,1.42,0.73,0.35,59.94,62.49,125,1.47,8452.4,6176.4,15084.06,722,56.27,135.86,61.1,1979,1
Ajanta Pharma Ltd.,31.66,19.44,23.94,19.81,49.49,39.26,50.37,5349.4,1.61,1.02,0.24,59.11,60.71,200,0.47,11175.7,7961.8,35087.43,512.8,51,114.31,51.52,1979,1
Ajanta Pharma Ltd.,35.77,21.95,24.93,22.4,46.62,41.24,47.47,7831.7,2.21,1.54,0.09,58.94,60.47,300,0.72,13678.5,10061.1,107926.46,322.7,55.76,91.83,75.2,1979,1
Ajanta Pharma Ltd.,37.04,25.37,28.49,25.65,44,41.17,44.4,11279.5,2.64,1.87,0.07,60.54,62.65,400,1.8,15736,12670.9,124066.36,138.2,68.58,94.78,87.35,1979,1
Amara Raja Batteries Ltd.,21.23,12.74,18.72,12.61,13.75,12.23,13.57,1603,2.13,1.81,0.12,0.01,0.01,35,20.49,1558.2,1824.6,784.37,8581.8,70.95,61.06,95.41,1985,1
Amara Raja Batteries Ltd.,20.32,9.38,18.74,8.53,11.42,9.31,10.29,1587.5,2,1.5,0.08,0.35,0.36,35,11.79,1890.4,1942.6,921.53,78.89,79.23,63.92,110.96,1985,1
Amara Raja Batteries Ltd.,17.41,3.67,15.55,3.46,4.57,4.02,4.31,1649.1,2.39,1.84,0.06,2.24,2.22,15,7.75,1998.6,2164,546.03,37,84.26,79.73,120.09,1985,1
Amara Raja Batteries Ltd.,13.95,0.67,10.38,-1.19,0.82,-1.33,-1.43,1746,3.13,2.36,0.09,5.49,5.34,15,7.2,2016.5,2260.3,649.09,127.11,86.24,56.08,142.27,1985,1
Amara Raja Batteries Ltd.,10.42,3.16,7.54,2.52,4.89,3.49,3.87,1806.9,2.26,1.63,0.13,5.38,5.3,20,15.28,2707.6,2445.4,1049.36,4799.3,77.75,45.56,120.92,1985,1
Amara Raja Batteries Ltd.,12.74,5.26,8.85,5.25,12.49,10.66,12.44,2012.9,1.7,1.26,0.2,6.88,6.85,25,12.37,4511,3058.1,3873.17,4.1,62.79,62.3,75.57,1985,1
Amara Raja Batteries Ltd.,12.93,6.23,9.22,6.22,21.14,14.99,21.1,2436.7,1.88,1.31,0.58,3.82,3.81,35,13.58,7532,4454,11067.23,7791.1,57.75,46.25,76.31,1985,1
Amara Raja Batteries Ltd.,13.7,6.87,8.94,6.74,32.72,17.88,32.04,3331,2.27,1.42,0.95,2.95,2.93,35,12.39,13670.3,7233.1,3142.95,5115.6,50.55,29.33,85.67,1985,1
Amara Raja Batteries Ltd.,13.45,5,7.46,4.83,21.79,11.57,21,4055.9,2.47,1.7,0.7,2.75,2.74,40,11.04,15992,10046.3,14000.22,7432,50.07,36.3,82.79,1985,1
Amara Raja Batteries Ltd.,18.08,9.74,12.63,9.68,35.19,25.03,34.97,5415.2,1.92,1.22,0.17,3.07,3.04,145,12.8,16981.1,12400.5,16180.21,701,48.84,42.61,75.4,1985,1
Amara Raja Batteries Ltd.,13.73,7.57,9.69,7.41,24.9,20.95,24.31,6441.3,1.96,1.15,0.15,4.29,4.27,230,5.92,19447.3,13810.1,25017.63,784.7,51.76,34.31,88.82,1985,1
Amara Raja Batteries Ltd.,14.29,8.17,10.21,8.04,29.27,25.55,28.77,8213.8,2.27,1.6,0.1,4.49,4.45,189,4.18,26037.1,16273.3,46819.71,773.1,44.42,20.94,84.46,1985,1
Amara Raja Batteries Ltd.,14.48,8.54,10.44,8.87,30.45,28.91,31.57,10564.5,2.16,1.62,0.08,3.07,3.03,252,19.88,33108.5,20332.4,67291.58,759.5,39.2,18.84,72.12,1985,1
Amara Raja Batteries Ltd.,15.8,9.46,11.62,9.37,30.34,27.98,29.99,13594.1,2.3,1.57,0.06,4.27,4.22,323,6.62,38386.8,25000.7,142162.97,741.4,39.81,19.55,69.29,1985,1
Amara Raja Batteries Ltd.,15.97,8.78,11.86,8.83,26.83,25.63,26.98,16952,2.02,1.41,0.04,5.12,5.14,361,4.54,46407.6,30444.2,150071.59,724.7,39.66,23.42,64.05,1985,1
Apollo Hospitals Enterprise Ltd.,21.66,7.74,13.25,9.58,10.36,8.55,12.81,2596.7,1.51,1.25,0.52,0.9,1.28,25,8.42,3304.8,3094.3,4623.69,13941.4,56.29,57.27,4.61,1979,1
Apollo Hospitals Enterprise Ltd.,21.24,5.75,14.04,6.06,9.48,6.1,9.97,2212.2,1.23,0.96,0.77,1.24,1.22,25,9.61,3898.8,4210.2,5044.56,8787.8,49.97,56.41,-6.43,1979,1
Apollo Hospitals Enterprise Ltd.,22.48,7.23,13.72,6.07,15.2,7.03,12.51,2181.5,1.12,0.87,0.78,1.69,1.65,30,71.39,4529.6,4615.6,3656.47,15744.9,49.25,56.82,-7.57,1979,1
Apollo Hospitals Enterprise Ltd.,21.18,7.18,14.94,7.37,15.81,9.47,16.22,2409.9,1.14,0.89,0.65,1.56,1.56,35,42.74,5053.2,5020.2,6671.74,15744.9,50.84,61.91,-11.07,1979,1
Apollo Hospitals Enterprise Ltd.,19.57,8.2,13.01,9.48,17.31,13.17,20.01,3244.4,1.31,1.06,0.42,2.77,2.76,40,40.99,5937.6,5523.4,14644.79,15744.9,47.05,51.99,-4.94,1979,1
Apollo Hospitals Enterprise Ltd.,17.33,7.46,12.13,8.35,11.03,10.07,12.35,6526.9,0.93,0.76,0.13,1.27,1.25,45,23.49,7111,6700.4,25640.85,19897.7,43.93,51.03,-7.1,1979,1
Apollo Hospitals Enterprise Ltd.,20.06,10.73,15.07,7.94,14.24,8.76,10.18,7525,0.9,0.74,0.19,1.34,1.42,50,19.43,8917.4,8419.4,25699.23,5793.1,38.82,54.13,-15.32,1979,1
Apollo Hospitals Enterprise Ltd.,17.78,8.81,12.61,8.94,10.22,8.46,10.37,12377.1,2.68,2.41,0.25,1.1,1.13,60,5.93,11275.9,11416.6,29828.48,11839.9,36.56,49.29,-12.73,1979,1
Apollo Hospitals Enterprise Ltd.,16.41,7.98,11.47,8.26,9.05,7.27,9.37,13708,1.95,1.67,0.33,1.32,1.3,65,6.49,14579.8,14762.4,24527.98,8307.6,36.03,40.98,-4.95,1979,1
Apollo Hospitals Enterprise Ltd.,17.34,8.15,12.23,8.25,10.43,7.6,10.57,15417.2,1.28,1.08,0.45,0.98,0.97,70,6.36,18325.3,19081.1,45085.96,15744.9,36.67,52.95,-16.28,1979,1
Apollo Hospitals Enterprise Ltd.,17.17,7.71,14.72,7.79,10.97,7.74,11.08,17627.8,1.5,1.04,0.42,0.9,0.91,75,12.45,23356.7,23206.4,58850.98,5586.3,37.43,54.78,-17.35,1979,1
Apollo Hospitals Enterprise Ltd.,17.9,8.16,15.65,8.29,11.2,8.56,11.38,23401.4,1.72,1.24,0.26,0.78,0.77,80,9.31,28028.3,27564.1,85893.91,4216.7,41.08,46.38,-5.3,1979,1
Apollo Hospitals Enterprise Ltd.,17.97,9.22,15.8,9.33,12.17,9.39,12.32,27135.5,2.75,2.08,0.35,0.94,0.93,110,4.6,33188.4,32596.3,116343.41,8787.8,43.57,39.08,4.5,1979,1
Apollo Hospitals Enterprise Ltd.,16.8,8.51,14.56,8.59,11.62,8.62,11.72,29519.3,2.34,1.47,0.36,1.38,1.38,115,9.8,38616.3,37974.9,127462.99,10052.5,42.64,39.05,3.59,1979,1
Apollo Hospitals Enterprise Ltd.,16.08,7.47,13.95,7.16,11.32,7.45,10.81,31474,2.08,1.15,0.53,2.02,2,115,15.9,45928,44857.8,190229.31,14608.1,40.45,41.65,-1.2,1979,1
Apollo Hospitals Enterprise Ltd.,14.07,5.93,11.51,6.45,10.31,6.92,11.21,32059.4,1.75,1,0.7,1.74,1.73,120,15.56,55883.2,54142.9,184601.7,19897.7,38.03,40.11,13.16,1979,1
Apollo Tyres Ltd.,8.18,1.41,3.85,1.53,5.39,3.03,5.83,3870.1,0.95,0.57,0.97,0.98,0.97,40,22.18,14600.6,11742.6,1817.59,40.98,39.43,111.77,18.3,1972,1
Apollo Tyres Ltd.,9.27,0.24,5.03,0.22,1.2,0.57,1.11,2994.3,0.85,0.59,0.9,0.7,0.7,45,28.89,17144,13005.5,2816.27,160.56,36.81,111.67,-2.82,1972,1
Apollo Tyres Ltd.,11.47,5.77,6.59,5.08,33.86,16.4,29.2,4095.1,0.96,0.56,0.7,0.24,0.23,45,27.39,20293.4,14398.8,4492.22,1500,21.87,75.68,8.82,1972,1
Apollo Tyres Ltd.,7.87,3.09,5.51,3.02,14.8,8.38,14.43,5612.6,0.94,0.57,0.74,1.75,1.74,45,14.69,23186.2,16615.6,9479.06,1500,15.33,64.66,15.78,1972,1
Apollo Tyres Ltd.,7.89,2.49,4.82,2.08,11.86,5.31,9.8,5659.5,0.88,0.51,0.95,0.08,0.08,45,9.72,26636.5,19519.8,10986.71,0,19.22,68.92,18.8,1972,1
Apollo Tyres Ltd.,7.87,2.58,4.57,2.37,12.99,5.72,11.88,6234.1,0.96,0.57,1.19,0.03,0.03,45,7.91,30097.3,22680.9,11114.18,0,20.55,65.61,23.93,1972,1
Apollo Tyres Ltd.,8.9,2.98,5.61,3,14.12,7.68,14.23,9688.4,0.86,0.5,0.63,1.1,1.1,45,5.16,37821.8,26755.7,12985.73,1500,18.68,65.33,17.72,1972,1
Apollo Tyres Ltd.,11.33,5.13,7.47,5.13,19.89,13.34,19.87,12252.9,0.97,0.58,0.37,2.21,2.2,50,18.18,42564.1,31101.2,20148.35,40.98,15.78,72.61,9.44,1972,1
Apollo Tyres Ltd.,8.2,2.36,4.75,2.13,8.37,5.21,7.54,13492.8,1.01,0.67,0.51,5.45,5.46,45,14.58,45605.7,35422,9180.81,342.8,10.08,60.1,4.38,1972,1
Apollo Tyres Ltd.,15.03,7.57,10.59,7.41,26.98,16.51,26.33,17208,0.73,0.46,0.66,5.76,5.76,75,8.84,54399.5,41354.4,35747.96,342.8,7.86,57.42,1.99,1972,1
Apollo Tyres Ltd.,9.65,3.26,5.88,2.92,10.97,5.32,9.79,18867,0.8,0.34,1.01,8.04,8,50,18.34,60264.4,49283.2,35054.92,8581.8,10.62,54.99,26.22,1972,1
Apollo Tyres Ltd.,7.77,2.03,4.34,1.96,9.21,4.39,8.91,20385.5,0.87,0.42,1.05,8.65,8.79,50,4.82,89354.4,61918.2,40069.97,12619.9,11.77,43.64,30.12,1972,1
Apollo Tyres Ltd.,10.07,3.28,6.08,3.2,14.26,7.07,13.93,23303.4,0.95,0.48,0.9,8.58,8.63,50,9.41,94857.8,72245.8,42048.27,13383.6,12.97,37.14,37.74,1972,1
Apollo Tyres Ltd.,11.78,4.52,7.86,5.26,17.44,11.85,20.31,27252.8,0.9,0.45,0.56,8.44,8.43,75,6.25,97156.1,80378.1,80366.75,7137.4,10.32,37.54,41.04,1972,1
Apollo Tyres Ltd.,13.56,6.45,9.24,6.46,21.49,14.97,21.51,32570.4,0.95,0.56,0.34,8.88,9.11,200,5.05,99664.1,83555.1,85643.42,3339.4,10.35,41.95,40.28,1972,1
Apollo Tyres Ltd.,17.79,10.06,13.14,10.08,25.29,20.47,25.34,46449,1.09,0.77,0.17,7.7,7.91,200,3.55,96852.8,88048.8,89053.88,2572.8,11.64,41.89,41.85,1972,1
Arvind Ltd.,10.66,-24.83,-13.61,-24.89,-155.1,-18.36,-155.03,3220.3,0.42,0.26,7.45,45.02,44.11,150,83.75,19713.9,22733.8,847.13,14608.1,39.14,85.13,18.44,1931,1
Arvind Ltd.,19.24,2.63,11.2,3,3.5,0.87,3.94,8368.3,0.76,0.55,2.05,42.91,41.26,0,22.94,7396.9,22412.7,2309.51,259,110.54,254.13,64.94,1931,1
Arvind Ltd.,28.26,8.21,17.52,8.12,14.1,5.15,13.93,9980.8,0.84,0.35,1.41,41.79,41.15,60,15.33,15519.7,21752.2,3268,259,55.43,71.59,131.43,1931,1
Arvind Ltd.,25.32,6.3,16.24,6.29,9.17,3.9,9.14,11118.3,0.89,0.36,1.28,37.44,35.56,2795.3,10.71,14578.5,21844.6,8899.49,86.81,58.92,63.32,179.42,1931,1
Arvind Ltd.,24.27,7.34,16.81,6.93,10.95,4.35,10.29,12057.8,0.82,0.35,1.44,45.43,44.58,10,11.82,17025.3,22833.1,22405.02,605,59.59,46.72,194.64,1931,1
Arvind Ltd.,26.95,7.66,16.89,6.36,9.45,3.28,7.74,14665,0.83,0.39,1.29,44.81,43.8,10,14.82,16233.9,24674.5,21032.06,34.46,77.45,72.6,231.35,1931,1
Arvind Ltd.,22.59,5.96,12.86,0.76,8.56,0.43,1.03,9895.1,0.82,0.28,1.51,44.45,41.06,20,16.81,18536.5,26860.3,9102.69,40.37,57.56,75.04,194.45,1931,1
Arvind Ltd.,14.94,1.15,6.68,0.63,2.01,0.45,1.09,10765.3,0.86,0.35,1.38,43.12,40.67,0,12.79,22351.4,28825.3,8260.93,3250.3,39.85,70.29,161.1,1931,1
Arvind Ltd.,15.2,-1.93,2.72,-3.07,-3.76,-2.3,-5.91,8193.8,0.71,0.32,1.79,38.72,37.17,0,19.95,23787.9,30513.3,2934.3,114,47.91,74.73,129.07,1931,1
Arvind Ltd.,15.87,2.18,6.57,1.78,4.17,1.32,3.4,13457.7,0.73,0.43,1.39,46.02,44.45,0,22.87,23063.9,31137.6,7835.04,5115.6,61.51,86.3,91.93,1931,1
Arvind Ltd.,16.26,4.92,8.37,3.8,9.5,3.15,7.25,14849,0.93,0.45,1.22,42.54,41.45,0,34.04,26666.9,32655.3,17585.4,7937.8,67.79,82.77,99.58,1931,1
Arvind Ltd.,24.38,11.02,15.63,8.52,26.95,9.59,20.27,17247.3,0.88,0.39,1.02,42.2,37.79,10,31.56,35236.6,36593.5,20988.09,7073.5,50.28,95.75,72.34,1931,1
Arvind Ltd.,19.86,6.56,10.34,5.53,13.92,5.7,11.61,20160.7,0.95,0.45,1.05,37.02,36.33,16.5,29.41,39027.7,42212.6,19966.08,9471,39.67,90.91,66.89,1931,1
Arvind Ltd.,19.5,7.3,11.48,7.13,16.49,7.9,16.07,23560.1,1.06,0.42,1.02,38.16,37.78,23.5,31.88,48796.2,49283.6,44864.6,11544.6,35.98,81.13,60.05,1931,1
Arvind Ltd.,18.44,6.96,11.03,5.72,15.29,6.05,12.39,25670.8,0.92,0.3,1.07,37.84,36.49,25.5,34.86,52296.7,55484.9,67620.95,11713.2,34.28,76.61,62.76,1931,1
Arvind Ltd.,16.96,5.85,9.19,5.58,11.72,5.38,11.15,28807.6,0.9,0.28,1.08,38.09,37.45,24,32.07,53910.8,60782.7,70558.46,13320.1,31.07,70.82,74.72,1931,1
Balkrishna Industries Ltd.,9.93,1.49,6.2,1.32,3.29,1.66,2.91,783.5,1.2,0.73,0.89,23.47,22.94,20,27.07,1681.1,1473.7,117.61,40.98,68.76,70.73,99.84,1961,1
Balkrishna Industries Ltd.,12.47,2.52,8.9,2.88,7.73,4.31,8.85,696.8,1.32,0.78,1.23,37.29,36.83,35,27.91,2234.5,1791.1,153.52,160.56,70.58,72.5,80.27,1961,1
Balkrishna Industries Ltd.,15.29,6.59,11.28,6.64,26.71,12.07,26.92,860.3,0.9,0.49,1.23,50.12,49.74,60,25.14,3129.6,2292.9,278.56,0,53.46,66.77,65.56,1961,1
Balkrishna Industries Ltd.,19.04,8.47,14.12,7.86,33.56,13.94,30.9,1086,0.92,0.46,1.21,54.46,53.76,55,90.56,3810.2,2881.1,2556.57,160.56,41.78,65.49,62.05,1961,1
Balkrishna Industries Ltd.,24.11,12.28,18.03,11.27,47.33,20.23,42.95,1576.5,0.98,0.61,1.07,64.62,63.18,100,29.95,5027.6,3796.2,4966.43,387.06,37.92,58.79,58.67,1961,1
Balkrishna Industries Ltd.,22.8,10.81,15.79,10.8,31.01,15.17,30.93,2871.6,1.49,1,1.03,66.29,70.34,100,15.21,6329.6,5129.4,17258.39,387.06,41.76,46.09,79.77,1961,1
Balkrishna Industries Ltd.,20.15,9.12,13.77,9.65,26.17,13.21,27.64,3471.7,1.1,0.76,1.15,69.98,72.98,105,9.3,8996,7080,8780.47,342.8,50.55,36.53,92.13,1961,1
Balkrishna Industries Ltd.,22.89,10.34,15.39,10.31,27.83,12.42,27.69,4092,0.81,0.53,1.3,83.79,86.21,105,7.08,10038.1,9268.3,10477.79,112.92,66.27,42.97,115.42,1961,1
Balkrishna Industries Ltd.,19.16,5.55,10.74,5.52,16,7.41,15.91,4657.1,0.87,0.67,1.01,86.19,89.99,60,8.63,12616,11192,2649.41,784.7,59.9,41.39,89.46,1961,1
Balkrishna Industries Ltd.,27.92,14.58,19.32,14.45,36.99,19.98,36.58,6588.9,1.07,0.78,0.7,84.09,84.96,70,3.82,14024,13063,12385.83,512.8,59.78,37.58,98.7,1961,1
Balkrishna Industries Ltd.,18.18,9.08,12.86,9.06,24.88,14.45,24.83,8299.5,1.07,0.53,0.73,83.8,82.98,70,82.85,19534.1,16149,12901.51,254.7,52.79,25.64,113.17,1961,1
Balkrishna Industries Ltd.,18.43,9.31,12.47,9.42,27.74,12.79,28.05,10786.5,1.49,0.93,1.55,87.8,90.23,75,149.79,28443.6,21858.3,25003.16,9137.3,51.64,28.86,109.47,1961,1
Balkrishna Industries Ltd.,21.16,11.04,15.53,11.02,28.48,11.37,28.42,14178,1.66,1.1,1.46,87.95,90.63,75,143.39,32199.7,28878.5,26216.23,15042.8,55.8,39.89,98.37,1961,1
Balkrishna Industries Ltd.,27.58,13.46,20.07,13.48,29.56,12.67,29.63,18839.3,1.23,0.71,1.25,85.56,87.88,100,53.29,36151.7,36150.3,46176.23,16558.8,56.71,53.37,92.08,1961,1
Balkrishna Industries Ltd.,24.92,12.09,18.34,11.89,23.86,11.01,23.41,22903.9,1.4,1.08,1.03,80.83,78.14,120,19.33,38338.2,41944.4,62588.86,13592.7,58.18,60.8,71.98,1961,1
Balkrishna Industries Ltd.,29.38,12.82,21.05,12.83,17.29,9.43,17.31,27775,0.96,0.65,0.68,82.84,81.4,275,20.76,32725.2,44635.7,60938.41,8307.6,54.86,79.46,56.68,1961,1
Berger Paints India Ltd.,9.05,5.01,6.7,5,21.35,13.2,21.31,1403.6,1.3,0.63,0.64,0.01,0.03,50,0.53,5627.5,3956.1,2367.61,21.9,37.51,42.58,116.38,1923,1
Berger Paints India Ltd.,9.22,5.14,7.39,5.12,21.64,13.72,21.59,1497.1,1.55,0.77,0.51,0.13,0.13,50,7.2,6028,4333.2,1874.03,40.98,35.52,39.28,99.19,1923,1
Berger Paints India Ltd.,9.83,4.92,6.87,4.54,21.24,14.3,19.51,1650,1.84,0.86,0.23,0.4,0.41,60,3.72,6696.4,4658.7,1868.71,21.9,32.12,34.05,91.52,1923,1
Berger Paints India Ltd.,10.29,5.63,7.46,5.52,25.13,20.18,24.61,1853.5,1.57,0.81,0.21,0.29,0.28,65,7.27,7712.4,5078.3,4110.44,189.47,31.06,36.93,80.58,1923,1
Berger Paints India Ltd.,9.1,5.42,6.98,5.35,26.84,20.99,26.51,2029.7,1.47,0.63,0.31,0.12,0.12,70,11.92,9499,5869.5,8325.51,387.06,29.59,44.69,77.39,1923,1
Berger Paints India Ltd.,10.26,6.19,7.78,6.18,32.62,26.12,32.57,2279.4,1.39,0.61,0.19,0.14,0.13,100,18.82,11218.3,7004.8,16989.45,189.47,31.59,66.96,69.16,1923,1
Berger Paints India Ltd.,9.77,6.19,7.59,6.18,33.07,25.13,33.02,2742.1,1.26,0.54,0.42,0.1,0.12,50,18.19,13268.9,8395.8,11630.87,0,34.8,68.32,73.63,1923,1
Berger Paints India Ltd.,9.78,5.97,7.21,5.94,29.6,21.36,29.46,3476.4,1.42,0.65,0.35,0.09,0.09,25,14.03,15284.1,9864.2,11503.32,40.98,36.05,62.05,82.76,1923,1
Berger Paints India Ltd.,9.23,5.14,6.11,4.52,23,15.97,20.08,4236.2,1.51,0.73,0.18,0.02,0.02,30,61.03,16957.7,11269.5,11112.71,342.8,36.46,57.77,74.35,1923,1
Berger Paints India Ltd.,10.91,6.48,8.09,6.47,22.9,20.84,22.87,6192.5,1.88,1.1,0.04,0.03,0.03,55,38.32,18303.2,12781.1,20323.11,342.8,38.4,61.31,71.4,1923,1
Berger Paints India Ltd.,10.84,6.35,7.63,6.34,22.01,20.03,21.98,7174,1.75,0.87,0.15,0.04,0.04,65,33.89,23068,14910.8,30705.28,387.06,35.05,57.82,71.2,1923,1
Berger Paints India Ltd.,10.59,6.03,7.42,6.02,22.65,19.23,22.63,8404.4,1.6,0.76,0.2,0.1,0.1,70,34.24,29134.8,18159.6,36873.98,21.9,34.04,56.42,74.18,1923,1
Berger Paints India Ltd.,10.96,6.21,7.71,6.21,22.97,18.24,22.96,9754.9,1.4,0.69,0.31,0.08,0.08,90,31.43,33454.3,22049.6,67656.4,52.85,34.35,61.62,78.96,1923,1
Berger Paints India Ltd.,11.23,6.19,7.98,6.19,22.16,17.23,22.16,11173.9,1.3,0.66,0.27,0.09,0.09,110,28.1,37546,26031.1,79586.76,55.48,34.4,69.86,70.95,1923,1
Berger Paints India Ltd.,12.05,6.24,8.34,6.24,21.97,17.66,21.97,12778.5,1.41,0.74,0.22,0.05,0.05,125,26.56,42319.5,30156.2,144705.73,21.9,35.37,77.54,60.87,1923,1
